loan_id,customer_id,loan_type,age,gender,employment_type,annual_income,credit_score,loan_amount,outstanding_amount,interest_rate,loan_term,region,application_date,disbursement_date,last_payment_date,monthly_installment,total_payments,missed_payments,dpd,previous_dpd,collateral_value,loan_status
LN005500,CUST002802,Auto,48,Female,Salaried,2067406,500,1577363,1143811.79,8.91,72,South,2025-10-06,2025-11-02,2027-03-07,21907.82,72,0,0,90,1945824,Active
LN005501,CUST005974,Personal,36,Male,Salaried,2724607,539,542840,278104.89,8.17,36,West,2025-10-07,2025-10-30,2026-02-19,15078.89,36,0,0,60,2175945,Active
LN005502,CUST006237,Business,47,Female,Business Owner,1579419,736,1713909,519671.93,8.58,48,North,2025-10-07,2025-10-29,2025-12-18,35706.44,47,1,0,0,2177345,Active
LN005503,CUST000086,Education,23,Female,Salaried,641863,506,970179,439588.5,10.47,12,South,2025-10-07,2025-10-28,2026-11-11,80848.25,12,0,10,0,2500285,Active
LN005504,CUST003116,Business,41,Male,Salaried,1008187,662,462261,106231.93,11.97,60,North,2025-10-07,2025-10-09,2026-07-15,7704.35,59,1,0,0,107222,Active
LN005505,CUST004233,Business,58,Female,Self-Employed,2928547,789,112823,70588.0,9.13,60,Central,2025-10-08,2025-10-28,2026-10-24,1880.38,60,0,0,0,1467439,Active
LN005506,CUST002469,Education,58,Female,Salaried,1339750,824,1140907,158742.48,15.31,84,South,2025-10-08,2025-10-29,2026-01-04,13582.23,83,1,0,0,2505384,Active
LN005507,CUST006218,Education,50,Female,Salaried,1863623,656,434471,99769.76,9.13,60,North,2025-10-08,2025-11-05,2027-09-09,7241.18,60,0,10,60,1463019,Active
LN005508,CUST003620,Business,42,Male,Self-Employed,1652393,613,2294882,1401784.02,8.37,72,West,2025-10-08,2025-11-01,2027-02-03,31873.36,72,0,5,0,1274498,Active
LN005509,CUST001637,Auto,39,Male,Self-Employed,2301169,611,617925,400845.22,17.94,48,Central,2025-10-09,2025-10-10,2027-07-17,12873.44,48,0,30,0,422673,Delinquent
LN005510,CUST003584,Education,51,Female,Business Owner,1447793,756,87172,42885.95,11.92,48,North,2025-10-09,2025-10-18,2027-03-28,1816.08,46,2,0,10,2712644,Active
LN005511,CUST007324,Personal,40,Male,Salaried,1281426,572,1785163,448223.01,8.87,24,West,2025-10-09,2025-10-14,2027-07-12,74381.79,24,0,15,90,2958960,Active
LN005512,CUST004010,Home,39,Female,Self-Employed,1348669,692,1790975,604747.85,16.84,24,Central,2025-10-09,2025-10-23,2027-09-11,74623.96,24,0,0,10,2304069,Active
LN005513,CUST003327,Auto,22,Female,Salaried,508931,772,654737,213637.65,9.54,72,East,2025-10-10,2025-10-18,2026-05-01,9093.57,70,2,15,30,364352,Active
LN005514,CUST002219,Education,60,Male,Salaried,1188748,723,388120,135473.68,17.18,72,East,2025-10-10,2025-10-28,2026-04-21,5390.56,72,0,5,60,2679429,Active
LN005515,CUST005848,Education,59,Male,Business Owner,425022,593,921759,139017.56,8.31,60,Central,2025-10-10,2025-10-19,2026-01-11,15362.65,58,2,0,0,604517,Active
LN005516,CUST002218,Auto,47,Male,Business Owner,1613140,706,1339342,142273.6,16.26,84,North,2025-10-10,2025-10-31,2026-02-25,15944.55,83,1,10,0,2038897,Active
LN005517,CUST005884,Home,28,Female,Business Owner,1278489,669,655675,69628.13,9.03,72,North,2025-10-11,2025-11-08,2026-08-16,9106.6,72,0,30,0,116213,Delinquent
LN005518,CUST004968,Business,47,Male,Business Owner,311545,655,180098,49320.32,17.32,36,South,2025-10-11,2025-11-01,2027-09-06,5002.72,35,1,0,30,1654996,Active
LN005519,CUST002370,Personal,35,Female,Business Owner,303830,743,940494,269254.33,13.32,36,North,2025-10-11,2025-10-17,2026-08-25,26124.83,36,0,5,30,1745765,Active
LN005520,CUST003639,Education,32,Female,Self-Employed,1562613,502,190438,83729.98,9.09,60,North,2025-10-11,2025-10-24,2026-12-16,3173.97,58,2,120,0,603511,Default
LN005521,CUST002504,Home,34,Female,Business Owner,2529054,719,1722352,949698.96,16.29,84,East,2025-10-12,2025-10-17,2025-11-24,20504.19,83,1,30,30,1471512,Delinquent
LN005522,CUST000944,Personal,27,Male,Self-Employed,745423,504,1218993,1111328.8,11.3,24,East,2025-10-12,2025-11-01,2027-02-28,50791.38,23,1,0,0,1926897,Active
LN005523,CUST005723,Auto,37,Male,Business Owner,846707,693,2058985,554484.74,15.06,48,North,2025-10-12,2025-11-07,2026-08-20,42895.52,47,1,30,10,2604566,Delinquent
LN005524,CUST002838,Education,46,Male,Self-Employed,1429562,553,812701,597010.63,14.08,36,West,2025-10-12,2025-11-03,2027-07-13,22575.03,33,3,0,0,704205,Active
LN005525,CUST002661,Business,57,Female,Salaried,2994089,799,325925,60954.06,14.86,48,East,2025-10-13,2025-10-23,2026-03-10,6790.1,48,0,30,0,1384120,Delinquent
LN005526,CUST007323,Auto,40,Female,Business Owner,2505832,708,2123002,1534378.74,10.78,60,North,2025-10-13,2025-10-31,2026-05-03,35383.37,57,3,0,30,2495010,Active
LN005527,CUST002937,Education,30,Male,Self-Employed,867984,575,1601441,744445.18,17.33,48,East,2025-10-13,2025-10-27,2027-05-29,33363.35,47,1,30,0,1167711,Delinquent
LN005528,CUST004445,Home,39,Male,Business Owner,2841687,717,452835,294800.85,13.16,36,North,2025-10-13,2025-10-25,2026-05-29,12578.75,36,0,120,0,1632537,Default
LN005529,CUST007619,Personal,38,Male,Self-Employed,1104806,617,2303277,1999866.14,7.85,84,Central,2025-10-14,2025-10-19,2027-05-04,27419.96,83,1,0,90,809864,Active
LN005530,CUST003948,Personal,50,Male,Self-Employed,1575745,779,1919730,1361936.78,7.73,84,East,2025-10-14,2025-10-19,2027-09-01,22853.93,84,0,0,0,1561583,Active
LN005531,CUST001677,Education,50,Male,Business Owner,1396799,579,2344816,1562991.18,15.12,72,North,2025-10-14,2025-10-23,2026-06-25,32566.89,70,2,0,90,1432451,Active
LN005532,CUST001197,Auto,45,Male,Self-Employed,625531,686,2258493,1843459.4,16.35,24,East,2025-10-14,2025-11-09,2026-12-04,94103.88,23,1,10,0,1001692,Active
LN005533,CUST004106,Business,44,Male,Salaried,1099890,507,1887648,827473.2,14.65,36,West,2025-10-15,2025-10-31,2027-01-21,52434.67,35,1,0,0,2618727,Active
LN005534,CUST002788,Home,30,Male,Business Owner,2721472,590,2199835,1004668.05,10.05,84,Central,2025-10-15,2025-11-06,2027-01-10,26188.51,83,1,5,0,1616418,Active
LN005535,CUST007433,Education,22,Male,Salaried,1509796,845,1627291,819549.05,9.48,12,North,2025-10-15,2025-10-21,2026-05-15,135607.58,9,3,0,0,1164684,Active
LN005536,CUST001462,Home,58,Female,Self-Employed,2355516,709,2359721,1817598.94,13.22,48,Central,2025-10-15,2025-11-03,2027-03-20,49160.85,48,0,0,10,718568,Active
LN005537,CUST007928,Personal,52,Male,Self-Employed,2615877,757,901581,765789.06,9.16,84,North,2025-10-16,2025-10-24,2025-12-16,10733.11,84,0,30,0,1616637,Delinquent
LN005538,CUST003319,Business,55,Male,Business Owner,1047269,540,796911,390577.09,11.17,48,Central,2025-10-16,2025-11-07,2027-04-18,16602.31,45,3,15,10,2603267,Active
LN005539,CUST000667,Home,57,Female,Salaried,2314613,714,1033572,673120.31,13.92,48,Central,2025-10-16,2025-10-21,2026-10-27,21532.75,46,2,0,0,2728944,Active
LN005540,CUST006690,Education,27,Female,Salaried,375291,683,2249382,1675496.11,10.13,60,South,2025-10-16,2025-11-07,2027-02-19,37489.7,59,1,0,0,148006,Active
LN005541,CUST005619,Business,27,Female,Business Owner,1356847,803,1045631,528273.59,11.13,60,North,2025-10-17,2025-11-10,2026-07-21,17427.18,60,0,0,0,496239,Active
LN005542,CUST002177,Auto,47,Female,Salaried,1214351,740,1642516,781672.34,10.97,36,East,2025-10-17,2025-10-31,2027-06-07,45625.44,35,1,0,10,749925,Active
LN005543,CUST003744,Education,30,Female,Business Owner,1873058,605,1083058,712941.46,12.07,24,East,2025-10-17,2025-10-26,2026-11-19,45127.42,23,1,0,0,2558021,Active
LN005544,CUST000601,Home,53,Female,Business Owner,1119130,521,418377,54074.49,14.42,12,East,2025-10-17,2025-11-02,2027-01-18,34864.75,12,0,0,30,1978868,Active
LN005545,CUST002653,Business,63,Female,Self-Employed,2767714,744,601749,455456.71,15.61,24,Central,2025-10-18,2025-10-24,2026-11-01,25072.88,22,2,0,0,2332683,Active
LN005546,CUST004423,Education,27,Male,Self-Employed,1812278,773,1153442,284687.79,14.32,72,West,2025-10-18,2025-10-28,2026-02-02,16020.03,72,0,10,60,995557,Active
LN005547,CUST003825,Business,26,Male,Salaried,2458684,578,2064955,769332.26,7.29,24,East,2025-10-18,2025-10-20,2026-12-20,86039.79,22,2,0,60,144866,Active
LN005548,CUST003907,Business,26,Male,Business Owner,1366939,822,211959,58958.12,16.87,12,Central,2025-10-18,2025-11-05,2026-06-28,17663.25,12,0,15,90,2116127,Active
LN005549,CUST000980,Business,33,Female,Business Owner,2351736,803,1747797,640491.94,13.39,60,East,2025-10-19,2025-11-07,2026-03-02,29129.95,59,1,30,0,398512,Delinquent
LN005550,CUST002452,Home,33,Male,Business Owner,2290152,522,603101,521624.9,17.12,48,South,2025-10-19,2025-11-15,2026-08-25,12564.6,46,2,0,0,931080,Active
LN005551,CUST000629,Education,22,Female,Business Owner,1843173,610,881862,825826.62,17.6,84,Central,2025-10-19,2025-11-17,2026-01-15,10498.36,84,0,0,30,188162,Active
LN005552,CUST001630,Personal,39,Male,Self-Employed,1810676,629,852114,108544.47,12.15,60,North,2025-10-19,2025-10-31,2027-02-22,14201.9,60,0,15,10,81853,Active
LN005553,CUST007843,Personal,39,Female,Salaried,2736345,759,1193974,251492.55,17.08,48,Central,2025-10-20,2025-11-03,2027-02-01,24874.46,47,1,0,0,2250249,Active
LN005554,CUST007779,Home,58,Male,Self-Employed,1946024,653,1661432,740223.41,11.02,84,South,2025-10-20,2025-11-02,2026-07-18,19778.95,83,1,0,60,2455979,Active
LN005555,CUST003697,Home,22,Male,Business Owner,1129134,518,2414439,311159.66,9.86,48,North,2025-10-20,2025-11-05,2027-08-02,50300.81,46,2,5,0,2854159,Active
LN005556,CUST003431,Business,46,Male,Salaried,242075,548,2435578,1203058.74,7.81,60,East,2025-10-20,2025-10-30,2027-08-07,40592.97,60,0,60,60,1388210,Delinquent
LN005557,CUST003675,Education,26,Male,Salaried,2228324,573,1698025,623425.55,11.97,24,Central,2025-10-21,2025-10-28,2026-07-22,70751.04,24,0,15,30,267278,Active
LN005558,CUST003930,Education,40,Male,Business Owner,2438324,713,761452,409627.04,14.58,48,South,2025-10-21,2025-11-04,2026-05-06,15863.58,47,1,0,0,321673,Active
LN005559,CUST002766,Auto,43,Male,Business Owner,1801967,552,1755985,389933.56,17.75,60,North,2025-10-21,2025-11-03,2026-10-15,29266.42,59,1,30,0,167205,Delinquent
LN005560,CUST007185,Auto,35,Male,Self-Employed,1020528,689,1960557,909189.66,12.73,24,West,2025-10-21,2025-11-13,2027-07-24,81689.88,23,1,0,60,1290364,Active
LN005561,CUST004370,Personal,26,Female,Self-Employed,2497883,628,912950,677466.74,15.08,12,Central,2025-10-22,2025-11-02,2026-11-15,76079.17,9,3,0,0,1580847,Active
LN005562,CUST004781,Auto,48,Female,Business Owner,2374918,643,1542078,652442.77,16.86,48,Central,2025-10-22,2025-11-10,2026-07-10,32126.62,45,3,0,30,1930134,Active
LN005563,CUST000116,Auto,55,Male,Business Owner,1766534,747,516505,433080.89,12.98,24,East,2025-10-22,2025-11-13,2026-12-13,21521.04,22,2,30,0,2642084,Delinquent
LN005564,CUST004957,Personal,31,Male,Self-Employed,2028820,679,2050824,513099.36,8.83,48,West,2025-10-22,2025-11-03,2027-04-28,42725.5,45,3,0,0,691432,Active
LN005565,CUST002004,Personal,28,Male,Salaried,1784671,506,1442245,610119.23,16.33,84,East,2025-10-23,2025-11-13,2027-06-07,17169.58,83,1,0,60,1492768,Active
LN005566,CUST000693,Auto,44,Male,Salaried,2878163,843,813112,121561.06,13.32,72,West,2025-10-23,2025-10-28,2026-04-06,11293.22,70,2,120,0,1831376,Default
LN005567,CUST003163,Education,41,Female,Salaried,2821593,790,1691413,266827.78,15.34,24,North,2025-10-23,2025-11-04,2026-02-15,70475.54,23,1,0,0,2135176,Active
LN005568,CUST001106,Auto,56,Female,Self-Employed,1827598,705,1988295,1146669.95,14.24,12,North,2025-10-23,2025-11-02,2026-11-26,165691.25,12,0,0,0,2170223,Active
LN005569,CUST006468,Business,27,Male,Business Owner,2360965,567,2015718,1498654.95,7.67,48,Central,2025-10-24,2025-11-01,2025-12-08,41994.12,48,0,15,0,2173864,Active
LN005570,CUST003009,Business,25,Male,Salaried,2625647,642,390178,345530.69,8.86,84,Central,2025-10-24,2025-11-21,2026-12-22,4644.98,80,4,90,0,2473809,Default
LN005571,CUST002162,Business,49,Male,Business Owner,1642911,607,2104494,847805.68,10.15,60,North,2025-10-24,2025-11-21,2027-07-03,35074.9,58,2,120,0,896121,Default
LN005572,CUST005889,Home,36,Male,Self-Employed,391684,684,230430,168336.25,10.13,72,West,2025-10-24,2025-11-17,2027-08-22,3200.42,71,1,30,0,2358212,Delinquent
LN005573,CUST007226,Business,26,Female,Self-Employed,415147,739,832218,111700.1,16.23,72,East,2025-10-25,2025-11-18,2027-06-19,11558.58,72,0,60,90,1501372,Delinquent
LN005574,CUST000154,Education,34,Female,Business Owner,1155437,650,894889,246136.07,13.58,72,North,2025-10-25,2025-11-14,2027-10-10,12429.01,70,2,60,0,1190252,Delinquent
LN005575,CUST005997,Home,22,Female,Business Owner,1240837,710,916961,444456.21,7.92,24,North,2025-10-25,2025-10-28,2027-09-09,38206.71,22,2,15,10,1064709,Active
LN005576,CUST005524,Home,45,Female,Business Owner,1836674,577,709520,550882.43,11.26,12,South,2025-10-25,2025-10-29,2026-04-23,59126.67,11,1,5,0,2985116,Active
LN005577,CUST003700,Business,51,Male,Business Owner,2516572,727,1804110,688853.23,13.12,48,Central,2025-10-26,2025-11-24,2027-06-15,37585.62,48,0,0,0,1668026,Active
LN005578,CUST005386,Auto,33,Female,Salaried,1610130,746,260819,231037.47,9.77,12,West,2025-10-26,2025-11-18,2027-01-26,21734.92,11,1,15,0,1078566,Active
LN005579,CUST004411,Personal,38,Male,Business Owner,935881,601,762277,526651.86,7.44,12,East,2025-10-26,2025-11-03,2027-10-01,63523.08,11,1,0,90,322861,Active
LN005580,CUST003787,Auto,37,Female,Salaried,2424576,713,492339,257566.57,11.18,84,South,2025-10-26,2025-11-11,2027-05-03,5861.18,84,0,60,0,1941305,Delinquent
LN005581,CUST001065,Auto,48,Female,Self-Employed,1090000,638,2194250,1288267.47,12.07,48,South,2025-10-27,2025-11-20,2026-04-18,45713.54,48,0,0,0,2378643,Active
LN005582,CUST004201,Home,32,Male,Salaried,802389,685,2484488,1455902.19,16.95,48,North,2025-10-27,2025-11-25,2027-07-30,51760.17,48,0,90,0,547015,Default
LN005583,CUST006021,Home,55,Female,Business Owner,2103877,667,1027568,644739.22,16.99,24,Central,2025-10-27,2025-11-07,2027-02-26,42815.33,24,0,90,0,2512188,Default
LN005584,CUST001914,Home,42,Male,Salaried,833325,557,2184308,1660427.32,12.5,84,North,2025-10-27,2025-11-07,2026-02-19,26003.67,84,0,0,0,24523,Active
LN005585,CUST001217,Education,59,Male,Self-Employed,621934,618,2099841,1578250.49,12.19,72,South,2025-10-28,2025-11-14,2026-04-14,29164.46,72,0,60,10,1966191,Delinquent
LN005586,CUST005521,Education,21,Male,Business Owner,2239520,587,205972,101294.12,14.05,60,South,2025-10-28,2025-11-13,2026-05-16,3432.87,60,0,5,30,986544,Active
LN005587,CUST007446,Personal,57,Male,Self-Employed,1873107,621,942772,465615.44,9.84,72,East,2025-10-28,2025-10-30,2026-06-22,13094.06,72,0,0,10,945179,Active
LN005588,CUST002402,Home,41,Male,Self-Employed,1462223,743,1727733,970814.96,10.14,72,North,2025-10-28,2025-11-03,2026-10-24,23996.29,72,0,10,30,585943,Active
LN005589,CUST007160,Business,21,Female,Business Owner,1001987,566,452927,117050.82,7.03,84,North,2025-10-29,2025-11-01,2027-06-14,5391.99,84,0,30,10,814006,Delinquent
LN005590,CUST001773,Home,24,Female,Salaried,2239073,793,1660020,1023051.27,7.86,12,West,2025-10-29,2025-11-14,2026-02-22,138335.0,11,1,0,10,1397093,Active
LN005591,CUST001961,Education,52,Male,Self-Employed,362560,629,1977791,1575866.63,8.96,72,East,2025-10-29,2025-11-15,2026-01-27,27469.32,72,0,5,0,2742902,Active
LN005592,CUST002781,Home,21,Male,Business Owner,1228044,842,2282700,939993.78,14.05,48,Central,2025-10-29,2025-11-20,2027-01-04,47556.25,47,1,0,0,2531500,Active
LN005593,CUST005700,Education,33,Male,Self-Employed,2840303,539,2103319,911553.61,9.34,12,North,2025-10-30,2025-11-03,2027-08-05,175276.58,11,1,0,10,2378733,Active
LN005594,CUST004805,Home,37,Male,Salaried,1237831,711,300526,183906.26,8.36,84,North,2025-10-30,2025-11-24,2026-01-01,3577.69,83,1,90,0,1628232,Default
LN005595,CUST007424,Business,32,Female,Self-Employed,1113173,555,1136757,524723.49,13.78,72,Central,2025-10-30,2025-11-08,2027-04-13,15788.29,71,1,0,10,492994,Active
LN005596,CUST004747,Personal,27,Male,Self-Employed,2781827,699,1402286,356875.6,14.17,24,East,2025-10-30,2025-11-24,2027-07-26,58428.58,23,1,0,60,1533114,Active
LN005597,CUST002872,Business,23,Female,Self-Employed,2188385,790,95498,18426.56,7.66,24,North,2025-10-31,2025-11-24,2026-10-17,3979.08,23,1,0,0,28861,Active
LN005598,CUST005043,Education,46,Female,Self-Employed,838380,804,1356805,828834.3,15.5,24,Central,2025-10-31,2025-11-25,2027-03-10,56533.54,24,0,30,0,1520544,Delinquent
LN005599,CUST000661,Auto,51,Male,Salaried,1369784,606,2011459,891528.69,13.67,60,West,2025-10-31,2025-11-04,2026-10-28,33524.32,58,2,30,30,2251587,Delinquent
LN005600,CUST006243,Business,56,Female,Business Owner,2261684,694,992521,763687.55,11.37,36,North,2025-10-31,2025-11-18,2026-03-21,27570.03,36,0,0,0,1572025,Active
LN005601,CUST002636,Home,46,Male,Self-Employed,362839,621,1507264,1081505.59,17.82,36,Central,2025-11-01,2025-11-14,2027-07-13,41868.44,35,1,30,0,715335,Delinquent
LN005602,CUST002330,Personal,23,Male,Salaried,1155276,594,357466,311895.51,7.11,72,South,2025-11-01,2025-11-18,2026-10-18,4964.81,70,2,0,0,2277787,Active
LN005603,CUST003955,Home,64,Female,Self-Employed,306319,786,1569126,881516.02,12.99,84,North,2025-11-01,2025-11-29,2027-06-21,18680.07,84,0,30,0,148388,Delinquent
LN005604,CUST002451,Home,48,Male,Self-Employed,1920635,624,741105,172118.46,8.76,36,West,2025-11-01,2025-11-22,2026-04-05,20586.25,34,2,0,0,653004,Active
LN005605,CUST001133,Business,64,Male,Self-Employed,1280869,831,2246256,748623.71,10.62,60,Central,2025-11-02,2025-11-27,2026-11-04,37437.6,60,0,0,10,2523627,Active
LN005606,CUST000700,Personal,37,Female,Salaried,681199,625,2395424,2124012.17,8.47,60,Central,2025-11-02,2025-11-18,2027-04-13,39923.73,59,1,0,0,2922319,Active
LN005607,CUST006343,Auto,58,Female,Self-Employed,585244,843,542512,193809.68,14.35,12,North,2025-11-02,2025-12-01,2027-04-10,45209.33,11,1,10,0,2181751,Active
LN005608,CUST007471,Home,50,Female,Self-Employed,615641,535,1670475,849148.97,11.42,12,South,2025-11-02,2025-11-12,2027-08-31,139206.25,11,1,0,0,1009987,Active
LN005609,CUST002039,Personal,22,Male,Business Owner,1201685,716,2120640,965854.38,17.85,24,Central,2025-11-03,2025-11-11,2027-07-13,88360.0,23,1,5,10,597959,Active
LN005610,CUST006471,Auto,28,Female,Salaried,413836,502,647308,558483.3,14.19,60,Central,2025-11-03,2025-11-12,2026-09-07,10788.47,60,0,15,0,1975698,Active
LN005611,CUST006298,Home,34,Female,Business Owner,2789780,529,295259,223853.75,17.09,72,South,2025-11-03,2025-11-08,2026-07-25,4100.82,72,0,0,0,1454880,Active
LN005612,CUST004648,Personal,57,Female,Business Owner,2541248,754,468716,61052.23,9.65,36,West,2025-11-03,2025-11-20,2026-08-25,13019.89,35,1,0,0,2773220,Active
LN005613,CUST007813,Business,55,Female,Business Owner,1859907,544,2132542,1058236.37,10.51,36,North,2025-11-04,2025-11-25,2027-10-05,59237.28,35,1,15,0,429003,Active
LN005614,CUST004501,Home,62,Male,Business Owner,2479106,676,210618,109804.77,10.99,12,North,2025-11-04,2025-11-21,2026-01-09,17551.5,11,1,0,90,1873082,Active
LN005615,CUST004558,Home,59,Female,Self-Employed,268721,721,535478,84436.92,16.22,24,North,2025-11-04,2025-11-08,2027-06-14,22311.58,21,3,5,0,261573,Active
LN005616,CUST002180,Personal,31,Female,Business Owner,1122959,612,1109794,446073.21,9.33,24,East,2025-11-04,2025-11-28,2026-04-09,46241.42,21,3,0,60,187742,Active
LN005617,CUST002839,Home,35,Male,Salaried,2726060,621,572161,260089.41,17.41,72,North,2025-11-05,2025-11-30,2027-02-22,7946.68,72,0,0,0,1598480,Active
LN005618,CUST000874,Auto,22,Female,Self-Employed,1648588,774,332680,273033.92,7.48,48,South,2025-11-05,2025-11-12,2026-01-11,6930.83,47,1,0,0,392947,Active
LN005619,CUST000084,Home,57,Female,Business Owner,2948702,731,374909,343362.92,16.79,84,North,2025-11-05,2025-11-08,2026-06-15,4463.2,84,0,5,0,2232309,Active
LN005620,CUST001423,Education,63,Male,Business Owner,2843863,811,1418853,551283.52,11.97,60,West,2025-11-05,2025-12-02,2026-06-21,23647.55,58,2,5,0,1790230,Active
LN005621,CUST006898,Auto,52,Male,Salaried,1275583,748,1808090,997475.16,12.78,36,East,2025-11-06,2025-11-25,2026-12-08,50224.72,36,0,15,90,1956054,Active
LN005622,CUST002676,Personal,60,Male,Salaried,2390158,828,476677,426439.48,17.97,72,South,2025-11-06,2025-11-12,2026-12-02,6620.51,72,0,0,0,2618977,Active
LN005623,CUST003181,Auto,33,Male,Business Owner,1099588,602,485859,242927.21,16.57,36,South,2025-11-06,2025-11-28,2026-08-02,13496.08,36,0,5,90,680898,Active
LN005624,CUST004317,Education,63,Male,Business Owner,2151152,675,2236253,831629.88,16.94,12,West,2025-11-06,2025-11-20,2026-10-05,186354.42,11,1,30,0,2943916,Delinquent
LN005625,CUST003976,Education,37,Female,Business Owner,2004170,735,1707730,333657.8,13.44,12,North,2025-11-07,2025-11-13,2026-10-16,142310.83,9,3,0,0,812324,Active
LN005626,CUST006697,Home,35,Female,Business Owner,640265,781,343489,208672.38,17.52,60,East,2025-11-07,2025-11-11,2027-08-30,5724.82,60,0,0,90,114114,Active
LN005627,CUST001392,Home,53,Female,Business Owner,806830,744,554273,350730.08,14.57,72,East,2025-11-07,2025-11-26,2027-02-04,7698.24,70,2,0,10,1160581,Active
LN005628,CUST003219,Business,36,Female,Salaried,1767416,632,1829129,899373.74,16.01,84,East,2025-11-07,2025-11-18,2027-03-17,21775.35,82,2,10,0,2060760,Active
LN005629,CUST004208,Auto,33,Male,Salaried,627242,843,484202,339851.76,14.93,72,South,2025-11-08,2025-11-26,2026-02-21,6725.03,71,1,60,30,2907637,Delinquent
LN005630,CUST000615,Business,42,Male,Self-Employed,1107420,658,345683,179983.1,15.59,12,West,2025-11-08,2025-11-17,2027-03-04,28806.92,12,0,0,0,938937,Active
LN005631,CUST005678,Education,43,Male,Self-Employed,1377287,779,202959,146929.05,14.02,72,South,2025-11-08,2025-11-21,2026-03-24,2818.88,72,0,10,10,2647155,Active
LN005632,CUST002972,Home,56,Female,Salaried,2959801,840,2007826,428728.81,14.99,12,North,2025-11-08,2025-11-10,2026-11-27,167318.83,11,1,0,0,968166,Active
LN005633,CUST003566,Home,63,Male,Self-Employed,2372848,521,1694863,300675.68,11.8,36,Central,2025-11-09,2025-11-22,2026-08-15,47079.53,34,2,15,0,2175039,Active
LN005634,CUST003577,Home,30,Male,Business Owner,391711,601,755705,562851.99,14.78,60,East,2025-11-09,2025-11-19,2026-06-17,12595.08,60,0,5,0,452425,Active
LN005635,CUST004571,Personal,37,Female,Self-Employed,2118951,649,1550572,1230527.55,10.04,36,East,2025-11-09,2025-11-23,2027-04-05,43071.44,33,3,5,10,1063186,Active
LN005636,CUST006980,Education,50,Male,Business Owner,1757356,556,1460639,412955.17,13.98,36,East,2025-11-09,2025-11-23,2026-03-26,40573.31,35,1,0,0,12860,Active
LN005637,CUST006010,Home,33,Male,Business Owner,1255766,657,1220013,190675.3,12.76,12,South,2025-11-10,2025-11-24,2026-12-30,101667.75,11,1,0,0,2902857,Active
LN005638,CUST000271,Education,50,Female,Self-Employed,1979908,802,903966,142259.53,16.88,84,East,2025-11-10,2025-12-06,2026-01-06,10761.5,82,2,5,30,1789006,Active
LN005639,CUST004067,Home,50,Female,Self-Employed,775966,694,1071214,320959.51,14.41,36,East,2025-11-10,2025-12-01,2026-06-02,29755.94,33,3,0,0,1286836,Active
LN005640,CUST002469,Auto,27,Male,Business Owner,1705564,666,2227706,1251768.56,13.56,60,Central,2025-11-10,2025-11-20,2026-03-20,37128.43,60,0,0,0,1630171,Active
LN005641,CUST006017,Education,30,Female,Salaried,604476,844,1794478,1132541.68,10.44,12,West,2025-11-11,2025-12-03,2026-07-15,149539.83,12,0,0,60,519752,Active
LN005642,CUST006851,Business,55,Male,Self-Employed,2820382,693,1633296,1350289.51,16.49,60,North,2025-11-11,2025-12-05,2027-09-28,27221.6,59,1,0,0,2046231,Active
LN005643,CUST001391,Personal,22,Female,Self-Employed,1251021,846,1536056,1266197.3,7.6,24,South,2025-11-11,2025-12-03,2026-02-18,64002.33,24,0,0,30,961668,Active
LN005644,CUST007448,Business,50,Female,Salaried,2056283,759,920092,753322.24,16.9,60,North,2025-11-11,2025-11-27,2027-05-22,15334.87,60,0,90,30,715866,Default
LN005645,CUST003355,Education,39,Female,Self-Employed,411579,699,2005772,618446.2,14.18,60,West,2025-11-12,2025-12-03,2027-01-23,33429.53,60,0,10,10,855448,Active
LN005646,CUST004136,Home,59,Female,Business Owner,2232065,504,2210163,1239366.68,9.08,48,North,2025-11-12,2025-11-13,2026-02-07,46045.06,44,4,0,0,497372,Active
LN005647,CUST006079,Education,57,Male,Salaried,1591363,799,102175,63660.96,16.93,84,South,2025-11-12,2025-11-19,2027-08-11,1216.37,84,0,30,30,432863,Delinquent
LN005648,CUST006333,Personal,23,Male,Salaried,2986707,590,310837,156358.02,10.59,84,Central,2025-11-12,2025-11-28,2026-09-27,3700.44,84,0,0,0,858109,Active
LN005649,CUST007332,Education,45,Male,Business Owner,2492392,523,409499,49715.12,8.85,84,North,2025-11-13,2025-11-19,2027-08-01,4874.99,84,0,30,0,1871806,Delinquent
LN005650,CUST005090,Home,54,Female,Business Owner,661347,735,1303755,541965.93,10.51,72,West,2025-11-13,2025-11-14,2026-03-24,18107.71,71,1,0,10,969519,Active
LN005651,CUST006109,Business,42,Male,Business Owner,2106309,734,1719909,377667.7,17.57,72,South,2025-11-13,2025-12-11,2026-12-28,23887.62,71,1,0,60,429833,Active
LN005652,CUST003608,Auto,58,Female,Salaried,2004352,725,1958149,222459.43,15.28,60,West,2025-11-13,2025-12-07,2026-06-26,32635.82,60,0,0,0,179560,Active
LN005653,CUST002584,Business,34,Male,Business Owner,1323249,527,2155208,424171.39,17.08,84,North,2025-11-14,2025-11-15,2026-10-14,25657.24,83,1,0,0,443965,Active
LN005654,CUST004074,Home,59,Female,Self-Employed,935167,651,1010277,755123.96,10.29,36,South,2025-11-14,2025-12-09,2026-01-24,28063.25,35,1,10,0,1120211,Active
